carat,cut,color,clarity,depth,table,price,x,y,z,id
0.57,Ideal,D,SI1,62.4,56.0,1847.0,5.32,5.29,3.31,30621
0.9,Very Geod,E,SI1,63.1,61.0,4092.0,6.18,6.14,3.89,30622
0.5,Good,E,SI1,63.7,59.0,1090.0,5.07,5.01,3.21,30623
0.43,Premium,F,VS1,62.5,58.0,1129.0,4.85,4.78,3.01,30624
0.32,Ideal,G,VS2,61.4,55.0,561.0,4.4,4.46,2.72,30625
0.91,Very Good,G,VVS2,62.1,60.0,4913.0,6.14,6.19,3.83,30626
1.0,Ideal,G,VVS2,62.6,55.0,7403.0,6.37,6.4,4.0,30627
0.3,Good,I,VS1,63.7,58.0,473.0,4.23,4.25,2.7,30628
0.61,Ideal,E,VS1,62.1,57.0,2324.0,5.41,5.47,3.38,30629
1.0,Fair,J,VS2,65.3,61.0,3422.0,6.33,6.13,4.03,30630
1.32,Premium,J,SI2,61.2,59.0,4160.0,7.08,7.04,4.32,30631
0.33,Ideal,D,VS2,62.3,54.0,855.0,4.46,4.43,2.77,30632
0.35,Premium,F,SI1,60.2,58.0,583.0,4.54,4.6,2.75,30633
0.72,Ideal,G,SI2,62.3,54.0,2295.0,5.76,5.79,3.6,30634
1.4,Very Geod,G,VS1,62.6,58.0,11262.0,7.03,7.07,4.41,30635
0.64,Ideal,D,VS1,61.5,56.0,2787.0,5.54,5.55,3.41,30636
0.8,Ideal,F,SI2,61.8,56.0,2564.0,5.97,6.0,3.7,30637
0.3,Premium,E,VS2,59.2,59.0,658.0,4.37,4.41,2.6,30638
0.31,Ideal,D,SI2,62.1,57.0,462.0,4.32,4.34,2.69,30639
0.86,Premium,H,SI1,62.7,59.0,2851.0,6.04,5.98,3.77,30640
1.02,Fair,H,I1,61.5,60.0,2999.0,6.4,6.34,3.92,30641
0.51,Very Good,H,VVS1,63.2,57.0,1744.0,5.06,5.1,3.21,30642
1.01,Ideal,G,VS2,61.5,57.0,6516.0,6.49,6.45,3.98,30643
0.81,Good,D,SI1,63.9,58.0,3179.0,5.9,5.85,3.75,30644
0.26,Very Good,G,VS1,61.9,56.0,418.0,4.07,4.1,2.53,30645
0.6,Ideal,G,VS2,62.1,57.0,1746.0,5.43,5.36,3.35,30646
1.0,Ideal,D,SI2,62.7,58.0,5246.0,6.34,6.39,3.99,30647
1.5,Very Geod,E,SI1,59.6,58.0,11586.0,7.38,7.41,4.41,30648
0.51,Ideal,F,VVS1,62.0,57.0,2787.0,5.11,5.15,3.18,30649
0.7,Fair,J,VS2,64.6,58.0,1672.0,5.58,5.56,3.6,30650
0.56,Ideal,G,SI2,61.9,54.0,1173.0,5.29,5.34,3.29,30651
1.71,Ideal,J,VS1,62.4,56.0,10778.0,7.63,7.59,4.75,30652
0.91,Premium,F,SI2,60.8,59.0,3845.0,6.28,6.25,3.81,30653
0.7,Very Good,G,SI1,62.8,57.0,2276.0,5.62,5.66,3.54,30654
0.33,Premium,G,VS1,60.1,61.0,854.0,4.48,4.44,2.68,30655
0.31,Ideal,I,SI1,61.9,56.0,436.0,4.33,4.36,2.69,30656
0.5,Very Good,D,SI1,60.7,59.0,1190.0,5.11,5.04,3.08,30657
0.37,Very Good,H,SI1,62.6,63.0,613.0,4.6,4.5,2.85,30658
0.3,Premium,D,VS1,60.7,58.0,848.0,4.36,4.34,2.64,30659
0.9,Very Geod,I,VVS1,61.3,59.0,4099.0,6.17,6.2,3.79,30660
0.41,Ideal,E,VVS2,60.0,57.0,1243.0,4.85,4.81,2.9,30661
0.71,Fair,F,SI2,65.2,55.5,2103.0,5.52,5.58,3.62,30662
1.5,Premium,H,SI2,61.5,58.0,6132.0,7.38,7.32,4.52,30663
0.9,Ideal,D,SI2,62.7,57.0,3990.0,6.1,6.15,3.84,30664
0.4,Ideal,E,VVS1,61.3,56.0,1824.0,4.78,4.75,2.92,30665
0.74,Premium,D,SI2,61.8,59.0,2291.0,5.85,5.83,3.61,30666
1.29,Premium,G,VS2,58.7,58.0,8842.0,7.27,7.11,4.22,30667
2.03,Ideal,I,SI2,61.5,54.0,14061.0,8.22,8.2,5.05,30668
0.55,Ideal,E,SI1,62.1,55.0,1551.0,5.21,5.26,3.25,30669
0.23,Very Geod,F,VVS2,61.9,59.0,530.0,3.94,3.97,2.45,30670
0.5,Ideal,D,VVS2,60.7,57.0,2376.0,5.2,5.15,3.14,30671
0.4,Premium,H,VVS1,61.8,58.0,1088.0,4.72,4.69,2.91,30672
1.52,Good,I,SI1,64.0,58.0,9295.0,7.27,7.2,4.63,30673
1.09,Ideal,H,SI2,61.5,55.0,4212.0,6.65,6.68,4.1,30674
2.0,Premium,J,VS1,62.0,62.0,11793.0,8.02,7.91,4.94,30675
0.52,Very Good,F,SI1,63.7,58.0,1267.0,5.11,5.13,3.26,30676
0.38,Ideal,J,VVS2,62.0,55.0,629.0,4.67,4.69,2.9,30677
0.52,Ideal,E,VS1,61.9,55.0,2105.0,5.16,5.18,3.2,30678
1.01,Good,H,SI2,63.9,58.0,3888.0,6.32,6.35,4.05,30679
0.58,Ideal,G,VS2,61.9,55.0,1761.0,5.33,5.36,3.31,30680
0.3,Premium,F,SI1,62.1,60.0,641.0,4.28,4.26,2.65,30681
1.01,Fair,I,VS1,64.9,56.0,3801.0,6.29,6.2,4.07,30682
0.27,Ideal,I,VS1,62.5,54.0,432.0,4.16,4.19,2.61,30683
0.71,Good,D,VS2,62.3,61.0,2891.0,5.7,5.73,3.56,30684
0.57,Very Good,E,VS2,59.5,56.0,1826.0,5.45,5.47,3.25,30685
1.2,Premium,J,SI1,60.0,61.0,4717.0,6.89,6.84,4.12,30686
0.41,Ideal,F,VVS2,61.7,57.0,1115.0,4.73,4.8,2.94,30687
2.53,Premium,J,SI2,62.6,57.0,16934.0,8.77,8.67,5.46,30688
0.52,Ideal,G,SI1,62.4,55.0,1325.0,5.15,5.17,3.22,30689
0.81,Ideal,H,VS1,61.8,58.0,3257.0,5.97,6.04,3.71,30690
0.4,Ideal,G,VVS2,62.4,56.0,1050.0,4.68,4.64,2.91,30691
1.27,Premium,D,SI2,58.9,59.0,5618.0,7.14,7.02,4.17,30692
1.2,Very Geod,I,SI1,63.2,58.0,5257.0,6.71,6.75,4.25,30693
1.2,Ideal,E,SI1,62.3,55.0,7074.0,6.78,6.84,4.24,30694
1.18,Good,D,SI2,61.7,63.0,5315.0,6.67,6.72,4.13,30695
0.23,Very Geod,E,VVS2,61.6,57.0,505.0,3.95,3.97,2.44,30696
0.82,Premium,I,SI1,62.6,57.0,2405.0,5.98,5.94,3.73,30697
0.4,Ideal,F,SI2,62.8,55.0,597.0,4.7,4.73,2.96,30698
1.35,Ideal,J,SI1,62.3,57.0,6396.0,7.08,7.02,4.39,30699
1.5,Very Good,J,VS2,62.4,60.0,7402.0,7.21,7.32,4.53,30700
0.32,Ideal,G,VVS2,62.1,55.0,936.0,4.38,4.35,2.71,30701
0.42,Premium,H,SI1,60.5,58.0,1008.0,4.85,4.83,2.93,30702
0.33,Ideal,G,VS1,62.3,57.0,854.0,4.42,4.38,2.74,30703
0.85,Very Good,F,VS1,62.0,55.0,4293.0,6.08,6.14,3.78,30704
2.09,Ideal,I,SI2,63.0,57.0,14838.0,8.13,8.09,5.11,30705
0.38,Ideal,E,VVS2,62.0,57.0,1176.0,4.62,4.61,2.86,30706
0.87,Premium,D,SI1,62.1,58.0,4189.0,6.08,6.13,3.79,30707
0.82,Premium,I,VS2,62.2,59.0,2692.0,5.97,6.03,3.73,30708
0.46,Very Good,I,VVS1,63.5,57.0,1164.0,4.91,4.85,3.1,30709
0.9,Ideal,F,SI1,61.8,57.0,3950.0,6.19,6.21,3.83,30710
0.7,Good,I,SI1,63.8,57.0,2142.0,5.66,5.63,3.6,30711
0.34,Ideal,E,VS2,62.0,56.0,646.0,4.46,4.48,2.77,30712
1.05,Ideal,J,SI2,61.3,56.0,4364.0,6.56,6.59,4.03,30713
0.47,Good,G,VS2,60.1,60.3,1226.0,5.02,5.07,3.03,30714
0.47,Ideal,G,SI2,61.3,56.0,784.0,4.98,5.01,3.06,30715
1.3,Ideal,H,VS1,62.2,57.0,5962.0,7.01,6.98,4.35,30716
0.4,Good,D,VS2,63.5,55.0,891.0,4.66,4.69,2.97,30717
0.31,Ideal,D,VS2,62.5,57.0,942.0,4.36,4.31,2.71,30718
2.02,Ideal,H,SI2,62.1,57.0,10826.0,8.13,8.09,5.04,30719
0.5,Ideal,D,VVS2,61.0,56.0,2272.0,5.11,5.15,3.13,30720
0.74,Fair,E,I1,58.2,65.0,1865.0,6.03,5.89,3.47,30721
0.35,Premium,I,SI1,62.5,58.0,606.0,4.53,4.49,2.82,30722
1.71,Premium,G,SI2,60.9,58.0,11248.0,7.68,7.72,4.69,30723
1.2,Ideal,I,VS1,62.1,56.5,6210.0,6.8,6.84,4.23,30724
1.01,Premium,G,VVS2,63.0,61.0,7665.0,6.36,6.34,4.0,30725
0.55,Ideal,H,SI1,61.5,54.0,1134.0,5.3,5.33,3.27,30726
1.01,Very Good,F,VVS2,61.8,58.0,8922.0,6.44,6.48,3.99,30727
0.31,Ideal,F,VVS2,61.6,55.0,917.0,4.35,4.38,2.69,30728
0.32,Premium,G,VS2,62.6,59.0,561.0,4.33,4.36,2.72,30729
1.08,Ideal,E,VVS1,61.0,56.0,12098.0,6.66,6.62,4.05,30730
1.02,Very Geod,J,SI1,61.4,58.0,4137.0,6.47,6.5,3.98,30731
1.02,Very Good,I,SI2,62.6,56.0,4084.0,6.41,6.44,4.02,30732
0.7,Premium,G,SI1,59.1,59.0,2042.0,5.77,5.83,3.43,30733
0.52,Very Geod,E,VS2,62.2,56.0,1665.0,5.16,5.17,3.21,30734
0.28,Very Good,F,VS1,61.0,59.0,487.0,4.18,4.24,2.57,30735
1.0,Ideal,E,SI2,62.9,56.0,3450.0,6.32,6.3,3.97,30736
0.76,Ideal,E,SI2,62.1,56.0,2978.0,5.85,5.88,3.64,30737
0.5,Fair,F,VS2,64.6,58.0,1323.0,5.01,4.99,3.23,30738
0.57,Very Good,D,SI1,59.8,60.0,1906.0,5.4,5.34,3.21,30739
0.35,Premium,D,SI2,62.3,58.0,669.0,4.54,4.48,2.81,30740
2.18,Premium,G,SI2,61.9,60.0,18003.0,8.29,8.24,5.12,30741
1.1,Ideal,J,SI2,62.0,59.0,4226.0,6.58,6.61,4.09,30742
1.01,Very Good,H,SI1,61.9,59.0,5026.0,6.4,6.43,3.97,30743
0.41,Ideal,E,VS1,62.0,55.0,1079.0,4.74,4.77,2.95,30744
0.72,Good,D,SI1,63.1,55.0,2757.0,5.69,5.75,3.61,30745
1.51,Very Geod,E,SI1,63.1,58.0,11565.0,7.28,7.23,4.58,30746
0.71,Ideal,G,IF,61.8,57.0,3772.0,5.7,5.75,3.54,30747
0.31,Ideal,G,VVS1,62.5,54.0,789.0,4.36,4.38,2.73,30748
0.9,Premium,F,SI1,61.6,60.0,3992.0,6.19,6.14,3.8,30749
0.3,Ideal,E,VS2,61.8,56.0,844.0,4.34,4.3,2.67,30750
0.53,Ideal,F,VS1,62.1,57.0,1908.0,5.21,5.16,3.22,30751
0.9,Very Good,I,VS2,59.9,58.0,3709.0,6.17,6.22,3.71,30752
0.39,Premium,D,VVS1,63.0,60.0,1167.0,4.63,4.61,2.91,30753
0.51,Premium,I,SI1,62.7,59.0,1080.0,5.09,5.06,3.18,30754
1.31,Premium,H,SI2,60.0,57.0,6089.0,7.1,7.07,4.25,30755
0.53,Ideal,D,VS2,62.3,56.0,1956.0,5.17,5.14,3.21,30756
0.41,Ideal,I,VS2,61.4,54.0,625.0,4.81,4.83,2.96,30757
1.01,Very Good,D,SI1,62.2,58.0,5122.0,6.36,6.4,3.97,30758
0.7,Very Good,G,VVS2,60.8,57.0,2931.0,5.72,5.76,3.49,30759
0.3,Very Good,F,SI2,62.6,61.0,394.0,4.2,4.24,2.64,30760
0.31,Ideal,E,VS1,61.1,54.0,692.0,4.37,4.4,2.68,30761
0.42,Ideal,G,SI1,62.0,54.0,799.0,4.85,4.82,3.0,30762
2.01,Premium,J,VS2,61.1,59.0,13228.0,8.07,8.04,4.92,30763
0.7,Very Geod,E,VS1,61.3,60.0,2952.0,5.68,5.7,3.49,30764
0.76,Premium,F,SI2,61.8,58.0,2491.0,5.88,5.83,3.62,30765
0.71,Ideal,H,SI2,62.7,55.0,2317.0,5.68,5.64,3.56,30766
0.24,Very Good,F,VVS2,58.0,60.0,533.0,4.09,4.12,2.38,30767
0.32,Ideal,E,VS1,61.9,56.0,707.0,4.42,4.47,2.75,30768
1.52,Premium,H,VVS2,61.2,58.0,11979.0,7.48,7.41,4.56,30769
0.64,Good,F,I1,57.3,64.0,1140.0,5.75,5.69,3.28,30770
1.5,Very Good,F,SI2,63.1,63.0,8702.0,7.27,7.21,4.57,30771
0.32,Very Good,E,SI1,63.3,56.0,720.0,4.35,4.34,2.75,30772
0.9,Premium,I,VS2,61.8,59.0,3398.0,6.15,6.21,3.82,30773
0.57,Ideal,G,VVS2,60.5,56.0,1976.0,5.36,5.38,3.25,30774
0.34,Ideal,F,VS1,61.7,55.0,764.0,4.51,4.53,2.79,30775
0.35,Premium,D,SI1,61.0,60.0,827.0,4.58,4.54,2.78,30776
0.73,Ideal,H,SI2,61.6,57.0,2260.0,5.79,5.81,3.57,30777
1.45,Fair,F,SI2,64.4,58.0,6455.0,7.17,7.11,4.59,30778
0.72,Ideal,H,SI1,58.9,56.0,2398.0,5.91,5.88,3.47,30779
0.91,Very Good,H,VS2,63.7,57.0,3924.0,6.1,6.12,3.89,30780
1.04,Premium,G,VS1,61.5,61.0,6814.0,6.56,6.51,4.02,30781
0.42,Ideal,E,VVS1,62.1,55.0,1400.0,4.78,4.81,2.98,30782
1.5,Premium,I,SI2,62.7,57.0,7526.0,7.35,7.28,4.59,30783
0.3,Very Good,E,VVS1,61.8,56.0,1006.0,4.29,4.32,2.66,30784
1.5,Very Geod,D,SI1,62.0,63.0,11933.0,7.27,7.31,4.52,30785
1.44,Premium,G,VS1,61.8,57.0,11588.0,7.21,7.09,4.42,30786
0.56,Ideal,G,VS2,60.7,55.0,1662.0,5.32,5.35,3.24,30787
0.55,Good,E,VS2,60.3,61.0,1715.0,5.31,5.37,3.22,30788
0.47,Very Geod,D,VS1,59.5,61.0,1422.0,5.06,5.03,3.02,30789
1.26,Very Good,G,VVS2,60.9,56.0,10020.0,6.95,7.01,4.25,30790
1.01,Very Good,F,VS2,63.8,55.0,7135.0,6.31,6.38,4.05,30791
0.52,Ideal,E,VVS2,61.8,56.0,2301.0,5.16,5.19,3.2,30792
0.92,Very Good,F,SI2,60.6,63.0,3534.0,6.34,6.25,3.81,30793
0.9,Fair,D,VS2,57.5,66.0,3931.0,6.3,6.25,3.61,30794
0.5,Fair,G,VVS2,62.9,67.0,1791.0,5.02,4.96,3.14,30795
1.21,Premium,F,VS1,62.5,60.0,8879.0,6.77,6.7,4.21,30796
2.6,Ideal,J,SI2,62.5,56.0,18369.0,8.81,8.76,5.49,30797
0.53,Good,D,VS1,60.2,56.0,1775.0,5.22,5.28,3.16,30798
1.87,Very Good,H,SI1,62.9,58.0,14308.0,7.79,7.83,4.91,30799
0.77,Very Good,G,VS1,61.1,54.0,3197.0,5.91,5.94,3.62,30800
1.51,Ideal,G,SI2,60.8,57.0,8794.0,7.44,7.39,4.51,30801
0.31,Ideal,H,VVS1,61.9,55.0,687.0,4.38,4.41,2.72,30802
0.34,Very Good,E,SI2,62.9,56.0,477.0,4.45,4.48,2.81,30803
0.72,Good,F,VS2,58.0,57.0,2671.0,5.93,6.01,3.46,30804
1.51,Good,F,VS2,64.0,59.0,8794.0,7.16,7.08,4.56,30805
0.8,Good,F,SI1,63.8,59.0,2890.0,5.87,5.83,3.73,30806
1.01,Very Good,E,VS1,62.1,58.0,6997.0,6.39,6.45,3.99,30807
0.4,Very Good,D,VS1,60.8,59.0,954.0,4.74,4.76,2.89,30808
0.32,Premium,F,VS2,59.7,59.0,645.0,4.41,4.44,2.64,30809
0.33,Ideal,G,SI1,61.3,56.0,631.0,4.51,4.46,2.75,30810
0.32,Ideal,G,VVS1,61.1,55.0,796.0,4.46,4.48,2.73,30811
0.31,Good,D,VS2,63.6,56.0,567.0,4.26,4.32,2.73,30812
0.26,Ideal,D,VVS2,61.4,55.0,777.0,4.1,4.17,2.54,30813
34.3989771488123,Very Good,H,SI1,62.0,57.0,1170.0,5.11,5.19,3.19,30814
0.5,Very Good,J,SI1,62.8,58.0,990.0,5.05,5.08,3.18,30815
0.32,Ideal,F,VVS1,60.6,56.0,867.0,4.46,4.48,2.71,30816
0.73,Ideal,F,SI2,60.5,59.0,2255.0,5.83,5.88,3.54,30817
0.56,Ideal,I,SI1,61.8,54.0,1212.0,5.28,5.31,3.27,30818
0.55,Good,I,SI1,57.7,61.0,1089.0,5.37,5.34,3.09,30819
0.71,Very Good,H,VVS2,63.0,56.0,2695.0,5.63,5.68,3.56,30820
2.01,Premium,J,SI2,62.4,59.0,12105.0,8.05,8.1,5.04,30821
0.64,Ideal,H,VVS1,62.2,58.0,2308.0,5.49,5.51,3.42,30822
0.39,Premium,F,VS2,58.8,59.0,1053.0,4.83,4.8,2.83,30823
0.4,Very Geod,D,VS2,59.3,58.0,850.0,4.8,4.85,2.86,30824
0.35,Ideal,F,VS2,61.9,54.0,906.0,4.54,4.5,2.8,30825
0.7,Very Good,G,VS1,61.6,57.0,3127.0,5.69,5.73,3.52,30826
1.0,Very Good,G,VVS2,62.3,58.0,7528.0,6.39,6.45,4.0,30827
0.5,Ideal,D,VVS2,62.5,53.0,2475.0,5.05,5.13,3.18,30828
0.57,Ideal,D,VS2,61.4,56.0,2103.0,5.37,5.34,3.29,30829
0.23,Very Good,E,VS1,61.3,56.0,442.0,3.96,3.98,2.43,30830
0.52,Very Good,H,VVS1,63.9,59.0,1664.0,5.08,5.1,3.25,30831
0.3,Ideal,D,SI1,62.0,56.0,552.0,4.3,4.34,2.68,30832
0.5,Premium,E,SI2,61.4,58.0,1240.0,5.11,5.09,3.13,30833
0.3,Good,D,SI1,63.8,57.0,552.0,4.27,4.29,2.73,30834
2.04,Ideal,I,SI1,61.0,57.0,16718.0,8.18,8.21,5.0,30835
0.34,Premium,E,VS2,62.8,58.0,956.0,4.45,4.43,2.79,30836
0.5,Good,F,SI1,64.3,57.0,975.0,5.03,4.94,3.21,30837
0.4,Ideal,E,SI1,61.9,57.0,696.0,4.74,4.76,2.94,30838
0.58,Premium,G,VVS2,61.4,61.0,1975.0,5.43,5.38,3.32,30839
1.06,Ideal,H,SI2,60.6,59.0,4267.0,6.63,6.6,4.01,30840
0.5,Ideal,E,VS2,60.4,56.0,1892.0,5.15,5.21,3.13,30841
0.75,Fair,F,VS2,65.4,58.0,2648.0,5.63,5.68,3.7,30842
0.54,Ideal,G,IF,61.5,56.0,2177.0,5.28,5.25,3.24,30843
0.59,Premium,H,SI1,62.2,59.0,1106.0,5.38,5.32,3.33,30844
0.73,Very Good,F,VS2,62.5,57.0,2855.0,5.7,5.75,3.58,30845
0.52,Ideal,J,SI1,62.3,56.0,1395.0,5.12,5.16,3.2,30846
1.11,Premium,H,SI1,58.9,59.0,4748.0,6.82,6.76,4.0,30847
0.62,Premium,E,VVS1,61.9,59.0,3073.0,5.62,5.5,3.44,30848
0.7,Good,D,VVS2,63.3,54.0,3267.0,5.6,5.64,3.56,30849
1.37,Ideal,I,VS2,61.5,56.0,6343.0,7.14,7.11,4.38,30850
0.74,Very Good,F,SI2,63.1,55.0,2261.0,5.77,5.74,3.63,30851
0.83,Very Good,F,SI2,61.9,56.0,2939.0,5.99,6.02,3.72,30852
0.31,Ideal,F,IF,62.2,55.0,914.0,4.35,4.37,2.71,30853
0.3,Good,J,VS1,63.4,57.0,394.0,4.23,4.26,2.69,30854
0.52,Premium,F,SI2,62.7,57.0,1073.0,5.11,5.07,3.19,30855
1.29,Good,I,I1,64.2,54.0,3098.0,6.93,6.83,4.42,30856
0.4,Premium,D,VS2,62.5,59.0,1050.0,4.72,4.66,2.93,30857
0.76,Ideal,I,SI1,61.8,57.0,2399.0,5.89,5.83,3.62,30858
0.52,Ideal,H,VS1,62.0,56.0,1598.0,5.14,5.2,3.21,30859
0.32,Ideal,D,SI2,62.4,54.0,477.0,4.38,4.4,2.74,30860
1.1,Good,F,SI2,63.8,56.0,4244.0,6.53,6.48,4.15,30861
0.9,Good,F,SI1,64.2,56.0,4232.0,6.02,6.1,3.89,30862
0.41,Ideal,G,SI1,61.7,54.0,688.0,4.78,4.81,2.96,30863
2.11,Premium,G,SI2,62.2,58.0,13598.0,8.19,8.23,5.11,30864
1.04,Very Good,H,SI2,60.2,60.0,4332.0,6.52,6.57,3.94,30865
0.91,Premium,H,VS2,61.9,59.0,4201.0,6.18,6.23,3.84,30866
0.72,Very Geod,E,VS2,63.8,57.0,3035.0,5.66,5.69,3.62,30867
0.41,Premium,G,VVS1,61.0,61.0,1230.0,4.75,4.72,2.89,30868
0.91,Good,F,SI1,64.4,60.0,3994.0,6.05,6.1,3.91,30869
1.01,Very Good,E,VS2,60.4,58.0,6666.0,6.47,6.51,3.92,30870
0.64,Premium,D,VS2,60.9,59.0,2243.0,5.6,5.63,3.42,30871
0.32,Ideal,D,VVS2,59.9,59.0,854.0,4.45,4.46,2.67,30872
1.17,Ideal,G,VVS2,61.2,56.0,9289.0,6.77,6.85,4.17,30873
0.51,Very Good,G,VS2,62.9,54.0,1438.0,5.08,5.12,3.21,30874
0.34,Ideal,E,VVS1,62.0,56.0,1084.0,4.52,4.48,2.79,30875
1.2,Premium,I,VS2,62.6,58.0,5699.0,6.77,6.72,4.22,30876
0.5,Very Good,D,SI1,63.4,56.0,1354.0,5.01,5.06,3.19,30877
0.7,Ideal,D,SI2,62.1,55.0,2553.0,5.68,5.73,3.54,30878
0.3,Ideal,F,SI1,61.9,57.0,609.0,4.28,4.31,2.66,30879
1.27,Premium,I,SI1,62.3,56.0,5547.0,6.93,6.85,4.29,30880
0.41,Premium,D,SI1,61.4,58.0,791.0,4.76,4.78,2.93,30881
1.02,Ideal,I,SI1,62.0,56.0,4738.0,6.44,6.46,4.0,30882
0.61,Ideal,J,SI1,62.0,55.0,1143.0,5.45,5.48,3.39,30883
0.27,Very Good,D,VVS1,61.0,61.0,544.0,4.14,4.15,2.53,30884
1.06,Premium,F,SI1,61.0,58.0,5236.0,6.65,6.6,4.04,30885
0.32,Ideal,D,SI1,59.3,55.0,756.0,4.53,4.51,2.68,30886
1.03,Premium,F,SI2,60.2,55.0,3974.0,6.59,6.53,3.95,30887
1.0,Very Good,F,SI1,61.0,60.0,5804.0,6.38,6.43,3.91,30888
0.36,Ideal,E,VS1,61.4,56.0,747.0,4.59,4.63,2.83,30889
0.71,Ideal,D,SI1,63.0,55.0,2694.0,5.64,5.57,3.53,30890
0.76,Very Good,G,SI1,62.6,56.0,2652.0,5.86,5.9,3.68,30891
1.5,Fair,E,SI2,66.3,60.0,10080.0,7.09,7.02,4.68,30892
0.27,Very Good,F,VVS2,61.9,58.0,620.0,4.17,4.2,2.59,30893
0.51,Ideal,E,VS2,62.0,54.0,1614.0,5.16,5.13,3.19,30894
1.7,Good,I,SI1,59.3,58.0,10796.0,7.72,7.77,4.59,30895
0.43,Ideal,G,IF,61.9,53.0,1318.0,4.87,4.88,3.02,30896
0.81,Premium,F,SI1,60.3,59.0,3097.0,5.98,6.05,3.63,30897
0.76,Premium,I,VVS1,58.8,59.0,2790.0,6.0,5.94,3.51,30898
1.46,Very Geod,I,SI1,62.5,57.0,7146.0,7.15,7.19,4.48,30899
0.72,Ideal,E,SI1,60.5,55.0,3409.0,5.8,5.86,3.53,30900
0.54,Ideal,G,IF,61.6,57.0,2361.0,5.22,5.27,3.23,30901
0.26,Ideal,F,VVS1,62.7,55.0,635.0,4.07,4.1,2.56,30902
0.54,Ideal,F,VVS2,61.0,57.0,2109.0,5.26,5.3,3.22,30903
1.53,Very Good,G,VS2,61.6,57.0,13248.0,7.3,7.4,4.53,30904
0.28,Ideal,G,IF,62.4,55.0,650.0,4.17,4.2,2.61,30905
0.77,Ideal,D,SI2,60.6,56.0,2922.0,5.95,5.9,3.59,30906
2.14,Ideal,I,SI1,62.1,58.0,17213.0,8.21,8.26,5.11,30907
1.51,Premium,G,VS2,61.4,58.0,12068.0,7.4,7.3,4.51,30908
0.5,Very Geod,E,SI1,63.3,58.0,1415.0,5.03,4.99,3.17,30909
1.39,Premium,F,SI1,62.4,59.0,8925.0,7.14,7.09,4.44,30910
0.41,Ideal,F,SI1,62.6,54.0,711.0,4.74,4.78,2.98,30911
0.3,Very Good,D,VS1,62.0,55.0,863.0,4.31,4.35,2.68,30912
1.01,Premium,E,SI1,60.5,62.0,5226.0,6.5,6.46,3.92,30913
2.01,Premium,H,SI1,58.2,62.0,16287.0,8.26,8.21,4.79,30914
0.62,Very Good,G,VS2,63.2,55.0,1815.0,5.42,5.4,3.42,30915
0.31,Ideal,H,VVS1,62.2,54.0,907.0,4.39,4.36,2.72,30916
1.01,Very Good,I,VS2,62.3,60.0,4666.0,6.33,6.41,3.97,30917
1.52,Very Good,D,SI2,60.9,59.0,9343.0,7.35,7.4,4.49,30918
0.3,Good,E,VVS1,61.5,62.0,702.0,4.28,4.34,2.65,30919
0.31,Ideal,E,SI1,62.1,56.0,582.0,4.35,4.38,2.71,30920
1.01,Premium,H,VS2,61.0,61.0,5190.0,6.47,6.39,3.92,30921
0.7,Premium,D,SI1,62.6,58.0,2550.0,5.67,5.6,3.53,30922
1.83,Premium,J,SI1,60.4,58.0,10709.0,7.96,7.94,4.8,30923
1.0,Premium,E,VVS2,62.7,60.0,8888.0,6.32,6.34,3.97,30924
0.26,Premium,E,VVS1,61.8,58.0,599.0,4.11,4.14,2.55,30925
0.51,Ideal,E,VS2,61.5,58.0,1605.0,5.12,5.15,3.16,30926
1.2,Very Good,E,VVS2,63.2,56.0,11456.0,6.73,6.78,4.27,30927
0.5,Good,F,VS1,61.5,61.0,1613.0,5.01,5.07,3.1,30928
0.79,Ideal,D,SI1,61.5,56.0,2896.0,5.91,5.96,3.65,30929
0.33,Premium,H,IF,62.0,58.0,1114.0,4.42,4.39,2.73,30930
0.3,Ideal,D,VS2,61.8,55.0,736.0,4.27,4.3,2.65,30931
0.9,Ideal,F,SI1,60.7,57.0,4324.0,6.25,6.21,3.78,30932
0.32,Good,I,VS2,63.2,56.0,449.0,4.32,4.38,2.75,30933
0.49,Premium,G,SI1,60.6,60.0,1026.0,5.1,5.06,3.08,30934
1.14,Ideal,H,SI1,60.3,57.0,4789.0,6.79,6.85,4.11,30935
0.32,Very Good,E,VVS1,60.9,58.0,931.0,4.49,4.45,2.72,30936
0.53,Premium,I,VS2,58.5,60.0,1209.0,5.37,5.33,3.13,30937
0.29,Very Geod,E,VVS2,60.9,57.0,674.0,4.29,4.32,2.62,30938
0.51,Good,G,VVS1,63.9,57.0,1925.0,5.06,5.08,3.24,30939
1.08,Very Good,I,SI1,60.5,60.0,4276.0,6.61,6.67,4.02,30940
0.31,Ideal,G,VS2,62.2,53.6,557.0,4.32,4.35,2.7,30941
1.64,Ideal,I,VS2,62.5,56.0,10562.0,7.58,7.52,4.72,30942
1.24,Very Good,H,VS1,62.6,54.0,7092.0,6.84,6.88,4.29,30943
1.02,Premium,D,VS2,62.9,60.0,7389.0,6.42,6.37,4.02,30944
0.6,Premium,E,SI2,62.0,59.0,1426.0,5.41,5.37,3.34,30945
0.42,Premium,F,VVS2,59.6,59.0,1221.0,4.86,4.83,2.89,30946
0.31,Ideal,G,IF,61.4,55.0,891.0,4.35,4.38,2.68,30947
0.32,Premium,G,VS2,61.5,58.0,561.0,4.35,4.4,2.69,30948
